Airline,Source,Destination,Duration,Total stops,Date,Departure time,Arrival time,Price
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-10,12:40,7:35,€ 475 
Royal Jordanian,TLV,BKK,9u 55m ,1 stop ,2023-02-10,23:30,14:25,€ 532 
Meerdere maatschappijen,TLV,BKK,37u 45m ,3 stops ,2023-02-10,9:45,4:30,€ 269 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-10,12:40,7:35,€ 460 
"Wizz Air, Salam Air",TLV,BKK,15u 45m ,2 stops ,2023-02-10,9:45,6:30,€ 391 
Royal Jordanian,TLV,BKK,15u 40m ,1 stop ,2023-02-10,17:45,14:25,€ 447 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-10,11:50,7:35,€ 460 
Ethiopian Air,TLV,BKK,22u 40m ,1 stop ,2023-02-10,9:00,12:40,€ 492 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-10,23:45,18:40,€ 501 
"Wizz Air, IndiGo",TLV,BKK,23u 50m ,2 stops ,2023-02-10,9:45,14:35,€ 317 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,22u 15m ,2 stops ,2023-02-10,9:45,13:00,€ 334 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,20u 40m ,2 stops ,2023-02-10,9:45,11:25,€ 344 
"Wizz Air Abu Dhabi, Salam Air",TLV,BKK,15u 45m ,2 stops ,2023-02-10,9:45,6:30,€ 422 
Turkish Airlines,TLV,BKK,13u 50m ,1 stop ,2023-02-10,15:20,10:10,€ 810 
Meerdere maatschappijen,TLV,BKK,23u 50m ,2 stops ,2023-02-10,9:45,14:35,€ 327 
Meerdere maatschappijen,TLV,BKK,20u 40m ,3 stops ,2023-02-10,9:45,11:25,€ 377 
"EL AL, Vistara",TLV,BKK,18u 55m ,2 stops ,2023-02-10,13:40,13:35,€ 420 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-11,12:40,7:35,€ 475 
Royal Jordanian,TLV,BKK,9u 55m ,1 stop ,2023-02-11,23:30,14:25,€ 507 
Meerdere maatschappijen,TLV,BKK,38u 05m ,3 stops ,2023-02-11,9:25,4:30,€ 242 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-11,12:40,7:35,€ 457 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-11,13:40,7:55,€ 501 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-02-11,18:25,12:05,€ 503 
Air India,TLV,BKK,16u 10m ,1 stop ,2023-02-11,22:10,19:20,€ 395 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-11,11:50,7:35,€ 462 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-11,0:05,18:40,€ 522 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-11,18:25,12:45,€ 599 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-11,18:25,18:40,€ 462 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-11,9:55,7:35,€ 475 
"Arkia, Kuwait Airways",TLV,BKK,14u 55m ,2 stops ,2023-02-11,6:15,2:10,€ 487 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-11,23:45,18:40,€ 537 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-11,22:30,14:15,€ 761 
"Wizz Air, GoFirst",TLV,BKK,22u 35m ,2 stops ,2023-02-11,9:25,13:00,€ 297 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,21u 00m ,2 stops ,2023-02-11,9:25,11:25,€ 317 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-12,11:50,7:35,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-12,11:50,7:35,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-12,23:45,18:40,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-12,23:05,14:50,€ 514 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-12,18:25,12:45,€ 559 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-12,20:15,12:00,€ 596 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-12,11:50,18:40,€ 475 
Gulf Air,TLV,BKK,15u 45m ,1 stop ,2023-02-12,12:10,8:55,€ 496 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-12,12:40,7:35,€ 517 
Ethiopian Air,TLV,BKK,22u 40m ,1 stop ,2023-02-12,9:00,12:40,€ 504 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-12,0:05,18:40,€ 615 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-12,23:05,14:50,€ 827 
Ethiopian Air,TLV,BKK,30u 55m ,1 stop ,2023-02-12,0:45,12:40,€ 504 
Emirates,TLV,BKK,32u 00m ,1 stop ,2023-02-12,23:45,12:45,€ 517 
Emirates,TLV,BKK,32u 10m ,1 stop ,2023-02-12,18:25,7:35,€ 517 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-12,12:40,12:45,€ 559 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-02-13,14:15,10:40,€ 527 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-13,20:15,12:00,€ 457 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-13,23:05,14:50,€ 514 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-13,13:40,7:55,€ 475 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-13,0:05,18:40,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-13,12:40,7:35,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-13,11:50,7:35,€ 475 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-13,12:40,12:45,€ 475 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-13,11:50,12:45,€ 475 
Emirates,TLV,BKK,26u 50m ,1 stop ,2023-02-13,23:45,7:35,€ 475 
Emirates,TLV,BKK,31u 40m ,1 stop ,2023-02-13,0:05,12:45,€ 475 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-02-13,14:15,10:40,€ 527 
"EL AL, Bangkok Airways",TLV,BKK,13u 50m ,1 stop ,2023-02-13,17:05,11:55,€ 572 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-13,20:15,12:00,€ 827 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-13,11:50,18:40,€ 475 
Emirates,TLV,BKK,32u 10m ,1 stop ,2023-02-13,18:25,7:35,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-14,11:50,7:35,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-14,20:15,12:00,€ 585 
"Wizz Air Abu Dhabi, IndiGo",TLV,BKK,37u 35m ,2 stops ,2023-02-14,20:00,14:35,€ 261 
"EL AL, Salam Air",TLV,BKK,14u 35m ,2 stops ,2023-02-14,12:35,8:10,€ 366 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-14,13:40,7:55,€ 474 
Cathay Pacific,TLV,BKK,15u 55m ,1 stop ,2023-02-14,14:20,11:15,€ 504 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-14,23:05,14:50,€ 585 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,22u 15m ,2 stops ,2023-02-14,9:45,13:00,€ 314 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,20u 40m ,2 stops ,2023-02-14,9:45,11:25,€ 330 
"ISRAIR, Salam Air",TLV,BKK,16u 45m ,2 stops ,2023-02-14,10:25,8:10,€ 364 
Meerdere maatschappijen,TLV,BKK,14u 05m ,2 stops ,2023-02-14,16:20,11:25,€ 402 
Air India,TLV,BKK,16u 10m ,1 stop ,2023-02-14,22:10,19:20,€ 450 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-14,11:50,7:35,€ 463 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-14,12:40,7:35,€ 468 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-14,18:25,12:45,€ 503 
"flydubai, Salam Air",TLV,BKK,14u 30m ,2 stops ,2023-02-14,12:40,8:10,€ 403 
"flydubai, Salam Air",TLV,BKK,17u 15m ,2 stops ,2023-02-14,9:55,8:10,€ 403 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-15,12:40,7:35,€ 475 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-15,13:40,11:30,€ 437 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-15,13:40,7:55,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-15,12:40,7:35,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-15,23:05,14:50,€ 912 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-15,18:25,12:45,€ 559 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-15,11:50,18:40,€ 475 
Gulf Air,TLV,BKK,19u 25m ,1 stop ,2023-02-15,8:30,8:55,€ 496 
Ethiopian Air,TLV,BKK,22u 40m ,1 stop ,2023-02-15,9:00,12:40,€ 504 
Royal Jordanian,TLV,BKK,15u 30m ,1 stop ,2023-02-15,17:55,14:25,€ 531 
Emirates,TLV,BKK,26u 30m ,1 stop ,2023-02-15,0:05,7:35,€ 475 
Emirates,TLV,BKK,26u 50m ,1 stop ,2023-02-15,23:45,7:35,€ 475 
Emirates,TLV,BKK,32u 10m ,1 stop ,2023-02-15,18:25,7:35,€ 475 
Ethiopian Air,TLV,BKK,30u 55m ,1 stop ,2023-02-15,0:45,12:40,€ 504 
Emirates,TLV,BKK,32u 00m ,1 stop ,2023-02-15,23:45,12:45,€ 517 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-15,12:40,12:45,€ 559 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-16,11:50,7:35,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-16,18:25,12:45,€ 500 
Meerdere maatschappijen,TLV,BKK,37u 20m ,3 stops ,2023-02-16,10:10,4:30,€ 279 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-16,23:00,14:45,€ 665 
"Wizz Air, IndiGo",TLV,BKK,23u 25m ,2 stops ,2023-02-16,10:10,14:35,€ 287 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,21u 50m ,2 stops ,2023-02-16,10:10,13:00,€ 315 
"Wizz Air Abu Dhabi, GoFirst",TLV,BKK,20u 15m ,2 stops ,2023-02-16,10:10,11:25,€ 336 
Meerdere maatschappijen,TLV,BKK,14u 25m ,2 stops ,2023-02-16,17:35,13:00,€ 436 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-16,11:50,7:35,€ 459 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-16,12:40,7:35,€ 467 
Cathay Pacific,TLV,BKK,15u 20m ,1 stop ,2023-02-16,14:20,10:40,€ 506 
"Wizz Air Abu Dhabi, IndiGo",TLV,BKK,23u 25m ,2 stops ,2023-02-16,10:10,14:35,€ 296 
Meerdere maatschappijen,TLV,BKK,16u 00m ,2 stops ,2023-02-16,17:35,14:35,€ 423 
Meerdere maatschappijen,TLV,BKK,15u 40m ,2 stops ,2023-02-16,17:35,14:15,€ 433 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-16,11:50,12:45,€ 475 
Cathay Pacific,TLV,BKK,15u 55m ,1 stop ,2023-02-16,14:20,11:15,€ 505 
Cathay Pacific,TLV,BKK,17u 15m ,1 stop ,2023-02-16,14:20,12:35,€ 505 
Emirates,TLV,BKK,13u 45m ,1 stop ,2023-02-17,23:55,18:40,€ 475 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-17,13:40,7:55,€ 475 
Emirates,TLV,BKK,13u 45m ,1 stop ,2023-02-17,23:55,18:40,€ 475 
Emirates,TLV,BKK,14u 05m ,1 stop ,2023-02-17,17:00,12:05,€ 517 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-17,11:50,7:35,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-17,12:40,7:35,€ 517 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-17,17:00,12:45,€ 517 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-17,13:40,11:30,€ 475 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-17,9:55,7:35,€ 517 
Emirates,TLV,BKK,20u 40m ,1 stop ,2023-02-17,17:00,18:40,€ 475 
Emirates,TLV,BKK,26u 40m ,1 stop ,2023-02-17,23:55,7:35,€ 475 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-17,12:40,12:45,€ 517 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-17,11:50,12:05,€ 517 
Royal Jordanian,TLV,BKK,15u 40m ,1 stop ,2023-02-17,17:45,14:25,€ 762 
Royal Jordanian,TLV,BKK,9u 55m ,1 stop ,2023-02-17,23:30,14:25,€ 1885 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-17,11:50,18:40,€ 475 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-02-18,18:25,12:05,€ 475 
Air India,TLV,BKK,16u 10m ,1 stop ,2023-02-18,22:10,19:20,€ 349 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-02-18,18:25,12:05,€ 475 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-18,13:40,7:55,€ 437 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-18,22:30,14:15,€ 774 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-18,0:05,18:40,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-18,12:40,7:35,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-18,18:25,12:45,€ 517 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-18,13:40,11:30,€ 437 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-18,11:50,7:35,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-18,18:25,18:40,€ 475 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-18,9:55,7:35,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-18,11:50,12:05,€ 475 
Emirates,TLV,BKK,25u 00m ,1 stop ,2023-02-18,12:40,18:40,€ 475 
Emirates,TLV,BKK,26u 30m ,1 stop ,2023-02-18,0:05,7:35,€ 475 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-18,11:50,18:40,€ 475 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-19,0:05,18:40,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-19,20:15,12:00,€ 461 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-19,23:05,14:50,€ 519 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-19,20:15,12:00,€ 728 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-19,0:05,18:40,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-19,23:45,18:40,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-19,11:50,7:35,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-19,18:25,18:40,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-19,18:25,12:45,€ 517 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-19,12:40,7:35,€ 517 
Cathay Pacific,TLV,BKK,15u 20m ,1 stop ,2023-02-19,14:20,10:40,€ 527 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-19,23:05,14:50,€ 938 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-02-19,11:50,18:40,€ 475 
Emirates,TLV,BKK,26u 30m ,1 stop ,2023-02-19,0:05,7:35,€ 475 
Gulf Air,TLV,BKK,15u 45m ,1 stop ,2023-02-19,12:10,8:55,€ 495 
Cathay Pacific,TLV,BKK,15u 55m ,1 stop ,2023-02-19,14:20,11:15,€ 527 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-20,18:25,12:45,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-20,23:05,14:50,€ 448 
Meerdere maatschappijen,TLV,BKK,37u 30m ,3 stops ,2023-02-20,10:00,4:30,€ 259 
Royal Jordanian,TLV,BKK,9u 55m ,1 stop ,2023-02-20,23:30,14:25,€ 455 
Royal Jordanian,TLV,BKK,15u 30m ,1 stop ,2023-02-20,17:55,14:25,€ 418 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-20,18:25,12:45,€ 463 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-20,11:50,7:35,€ 463 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-20,0:05,18:40,€ 463 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-20,12:40,7:35,€ 504 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-02-20,14:15,10:40,€ 505 
Cathay Pacific,TLV,BKK,16u 00m ,1 stop ,2023-02-20,14:15,11:15,€ 505 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-20,23:05,14:50,€ 710 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-20,11:50,12:45,€ 463 
Meerdere maatschappijen,TLV,BKK,14u 55m ,2 stops ,2023-02-20,11:25,7:20,€ 480 
Meerdere maatschappijen,TLV,BKK,16u 35m ,2 stops ,2023-02-20,11:25,9:00,€ 481 
Meerdere maatschappijen,TLV,BKK,15u 25m ,2 stops ,2023-02-20,12:35,9:00,€ 491 
"EL AL, Kuwait Airways",TLV,BKK,15u 10m ,2 stops ,2023-02-20,6:00,2:10,€ 501 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-21,18:25,12:45,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-21,20:15,12:00,€ 461 
Air India,TLV,BKK,16u 10m ,1 stop ,2023-02-21,22:10,19:20,€ 349 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-21,13:40,7:55,€ 437 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-21,23:05,14:50,€ 461 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-21,18:25,12:45,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-21,12:40,7:35,€ 475 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-21,13:40,11:30,€ 437 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-21,23:45,18:40,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-21,11:50,7:35,€ 475 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-21,20:15,12:00,€ 728 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-21,23:05,14:50,€ 728 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-21,12:40,12:45,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-21,11:50,12:05,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-21,18:25,18:40,€ 475 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-21,11:50,12:45,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-22,18:25,12:45,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-22,18:25,12:45,€ 472 
"Wizz Air, IndiGo",TLV,BKK,35u 15m ,3 stops ,2023-02-22,22:20,14:35,€ 295 
Royal Jordanian,TLV,BKK,15u 30m ,1 stop ,2023-02-22,17:55,14:25,€ 421 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-22,0:05,18:40,€ 472 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-22,11:50,7:35,€ 472 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-22,12:40,7:35,€ 510 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-22,13:40,7:55,€ 555 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-22,13:40,11:30,€ 415 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-22,23:45,18:40,€ 472 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-22,9:55,7:35,€ 472 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-22,23:05,14:50,€ 666 
Royal Jordanian,TLV,BKK,9u 55m ,1 stop ,2023-02-22,23:30,14:25,€ 731 
"Gulf Air, Thai AirAsia",TLV,BKK,14u 40m ,2 stops ,2023-02-22,8:30,4:10,€ 384 
Gulf Air,TLV,BKK,19u 25m ,1 stop ,2023-02-22,8:30,8:55,€ 451 
"Pegasus Airlines, Qatar Airways",TLV,BKK,15u 10m ,2 stops ,2023-02-22,10:25,6:35,€ 568 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-22,11:50,12:45,€ 472 
Cathay Pacific,TLV,BKK,15u 20m ,1 stop ,2023-02-23,14:20,10:40,€ 527 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-23,18:25,12:45,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-23,12:40,7:35,€ 475 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-23,13:40,7:55,€ 501 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-23,23:00,14:45,€ 600 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-23,0:05,18:40,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-23,23:45,18:40,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-23,11:50,7:35,€ 475 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-23,9:55,7:35,€ 475 
Cathay Pacific,TLV,BKK,15u 20m ,1 stop ,2023-02-23,14:20,10:40,€ 527 
Cathay Pacific,TLV,BKK,15u 55m ,1 stop ,2023-02-23,14:20,11:15,€ 527 
"Pegasus Airlines, Qatar Airways",TLV,BKK,15u 10m ,2 stops ,2023-02-23,10:25,6:35,€ 549 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-23,12:40,12:45,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-23,18:25,18:40,€ 475 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-23,11:50,12:45,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-23,11:50,12:05,€ 517 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-24,18:25,12:45,€ 475 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-24,13:40,7:55,€ 437 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-24,18:25,12:45,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-24,12:40,7:35,€ 475 
Royal Jordanian,TLV,BKK,15u 40m ,1 stop ,2023-02-24,17:45,14:25,€ 439 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-24,0:05,18:40,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-24,23:45,18:40,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-24,11:50,7:35,€ 475 
Etihad Airways,TLV,BKK,16u 50m ,2 stops ,2023-02-24,13:40,11:30,€ 437 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-24,9:55,7:35,€ 475 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-24,18:25,18:40,€ 475 
Emirates,TLV,BKK,19u 55m ,1 stop ,2023-02-24,11:50,12:45,€ 475 
Emirates,TLV,BKK,19u 05m ,1 stop ,2023-02-24,12:40,12:45,€ 517 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-24,11:50,12:05,€ 559 
"Pegasus Airlines, Qatar Airways",TLV,BKK,15u 10m ,2 stops ,2023-02-24,10:25,6:35,€ 753 
Emirates,TLV,BKK,25u 00m ,1 stop ,2023-02-24,12:40,18:40,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-26,18:25,12:45,€ 475 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-26,20:15,12:00,€ 461 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-26,23:05,14:50,€ 461 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-26,20:15,12:00,€ 728 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-26,18:25,12:45,€ 475 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-02-26,18:25,12:05,€ 517 
Thai Airways,TLV,BKK,10u 45m ,direct ,2023-02-26,23:05,14:50,€ 833 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-26,23:45,18:40,€ 475 
Emirates,TLV,BKK,14u 45m ,1 stop ,2023-02-26,11:50,7:35,€ 475 
Emirates,TLV,BKK,13u 35m ,1 stop ,2023-02-26,0:05,18:40,€ 517 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-26,12:40,7:35,€ 517 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-26,13:40,7:55,€ 688 
Emirates,TLV,BKK,19u 15m ,1 stop ,2023-02-26,18:25,18:40,€ 475 
Gulf Air,TLV,BKK,15u 45m ,1 stop ,2023-02-26,12:10,8:55,€ 495 
Emirates,TLV,BKK,16u 40m ,1 stop ,2023-02-26,9:55,7:35,€ 517 
Cathay Pacific,TLV,BKK,15u 55m ,1 stop ,2023-02-26,14:20,11:15,€ 527 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-02-27,14:15,10:40,€ 527 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-27,20:15,12:00,€ 461 
EL AL,TLV,BKK,10u 45m ,direct ,2023-02-27,23:00,14:45,€ 424 
Etihad Airways,TLV,BKK,13u 15m ,1 stop ,2023-02-27,13:40,7:55,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-02-27,18:25,12:45,€ 475 
Emirates,TLV,BKK,13u 55m ,1 stop ,2023-02-27,12:40,7:35,€ 475 
